[release-gate] granted card(s) [3]
[release-gate] scoring tt_bio from /home/ttuser/.coworker/wt/land-standing/tt_bio (commit a6c39ac87)

======================================================================
[openfold3] folding prot.yaml (200 steps, 5 samples)
======================================================================
08:34:45  [tt-quietbox2:tt3] loading model…
08:34:51  [tt-quietbox2:tt3] prot
08:36:23  [tt-quietbox2:tt3]   diffusion 882/1000
08:36:23  [tt-quietbox2:tt3]   diffusion 883/1000
08:36:23  [tt-quietbox2:tt3]   diffusion 884/1000
08:36:23  [tt-quietbox2:tt3]   diffusion 885/1000
08:36:23  [tt-quietbox2:tt3]   diffusion 886/1000
08:36:23  [tt-quietbox2:tt3]   diffusion 887/1000
08:36:24  [tt-quietbox2:tt3]   diffusion 888/1000
08:36:24  [tt-quietbox2:tt3]   diffusion 889/1000
08:36:24  [tt-quietbox2:tt3]   diffusion 890/1000
08:36:24  [tt-quietbox2:tt3]   diffusion 891/1000
08:36:24  [tt-quietbox2:tt3]   diffusion 892/1000
08:36:24  [tt-quietbox2:tt3]   diffusion 893/1000
08:36:24  [tt-quietbox2:tt3]   diffusion 894/1000
08:36:24  [tt-quietbox2:tt3]   diffusion 895/1000
08:36:24  [tt-quietbox2:tt3]   diffusion 896/1000
08:36:24  [tt-quietbox2:tt3]   diffusion 897/1000
08:36:24  [tt-quietbox2:tt3]   diffusion 898/1000
08:36:25  [tt-quietbox2:tt3]   diffusion 899/1000
08:36:25  [tt-quietbox2:tt3]   diffusion 900/1000
08:36:25  [tt-quietbox2:tt3]   diffusion 901/1000
08:36:25  [tt-quietbox2:tt3]   diffusion 902/1000
08:36:25  [tt-quietbox2:tt3]   diffusion 903/1000
08:36:25  [tt-quietbox2:tt3]   diffusion 904/1000
08:36:25  [tt-quietbox2:tt3]   diffusion 905/1000
08:36:25  [tt-quietbox2:tt3]   diffusion 906/1000
08:36:25  [tt-quietbox2:tt3]   diffusion 907/1000
08:36:26  [tt-quietbox2:tt3]   diffusion 908/1000
08:36:26  [tt-quietbox2:tt3]   diffusion 909/1000
08:36:26  [tt-quietbox2:tt3]   diffusion 910/1000
08:36:26  [tt-quietbox2:tt3]   diffusion 911/1000
08:36:26  [tt-quietbox2:tt3]   diffusion 912/1000
08:36:26  [tt-quietbox2:tt3]   diffusion 913/1000
08:36:26  [tt-quietbox2:tt3]   diffusion 914/1000
08:36:26  [tt-quietbox2:tt3]   diffusion 915/1000
08:36:26  [tt-quietbox2:tt3]   diffusion 916/1000
08:36:26  [tt-quietbox2:tt3]   diffusion 917/1000
08:36:26  [tt-quietbox2:tt3]   diffusion 918/1000
08:36:27  [tt-quietbox2:tt3]   diffusion 919/1000
08:36:27  [tt-quietbox2:tt3]   diffusion 920/1000
08:36:27  [tt-quietbox2:tt3]   diffusion 921/1000
08:36:27  [tt-quietbox2:tt3]   diffusion 922/1000
08:36:27  [tt-quietbox2:tt3]   diffusion 923/1000
08:36:27  [tt-quietbox2:tt3]   diffusion 924/1000
08:36:27  [tt-quietbox2:tt3]   diffusion 925/1000
08:36:27  [tt-quietbox2:tt3]   diffusion 926/1000
08:36:27  [tt-quietbox2:tt3]   diffusion 927/1000
08:36:27  [tt-quietbox2:tt3]   diffusion 928/1000
08:36:28  [tt-quietbox2:tt3]   diffusion 929/1000
08:36:28  [tt-quietbox2:tt3]   diffusion 930/1000
08:36:28  [tt-quietbox2:tt3]   diffusion 931/1000
08:36:28  [tt-quietbox2:tt3]   diffusion 932/1000
08:36:28  [tt-quietbox2:tt3]   diffusion 933/1000
08:36:28  [tt-quietbox2:tt3]   diffusion 934/1000
08:36:28  [tt-quietbox2:tt3]   diffusion 935/1000
08:36:28  [tt-quietbox2:tt3]   diffusion 936/1000
08:36:28  [tt-quietbox2:tt3]   diffusion 937/1000
08:36:28  [tt-quietbox2:tt3]   diffusion 938/1000
08:36:28  [tt-quietbox2:tt3]   diffusion 939/1000
08:36:29  [tt-quietbox2:tt3]   diffusion 940/1000
08:36:29  [tt-quietbox2:tt3]   diffusion 941/1000
08:36:29  [tt-quietbox2:tt3]   diffusion 942/1000
08:36:29  [tt-quietbox2:tt3]   diffusion 943/1000
08:36:29  [tt-quietbox2:tt3]   diffusion 944/1000
08:36:29  [tt-quietbox2:tt3]   diffusion 945/1000
08:36:29  [tt-quietbox2:tt3]   diffusion 946/1000
08:36:29  [tt-quietbox2:tt3]   diffusion 947/1000
08:36:29  [tt-quietbox2:tt3]   diffusion 948/1000
08:36:29  [tt-quietbox2:tt3]   diffusion 949/1000
08:36:30  [tt-quietbox2:tt3]   diffusion 950/1000
08:36:30  [tt-quietbox2:tt3]   diffusion 951/1000
08:36:30  [tt-quietbox2:tt3]   diffusion 952/1000
08:36:30  [tt-quietbox2:tt3]   diffusion 953/1000
08:36:30  [tt-quietbox2:tt3]   diffusion 954/1000
08:36:30  [tt-quietbox2:tt3]   diffusion 955/1000
08:36:30  [tt-quietbox2:tt3]   diffusion 956/1000
08:36:30  [tt-quietbox2:tt3]   diffusion 957/1000
08:36:30  [tt-quietbox2:tt3]   diffusion 958/1000
08:36:30  [tt-quietbox2:tt3]   diffusion 959/1000
08:36:31  [tt-quietbox2:tt3]   diffusion 960/1000
08:36:31  [tt-quietbox2:tt3]   diffusion 961/1000
08:36:31  [tt-quietbox2:tt3]   diffusion 962/1000
08:36:31  [tt-quietbox2:tt3]   diffusion 963/1000
08:36:31  [tt-quietbox2:tt3]   diffusion 964/1000
08:36:31  [tt-quietbox2:tt3]   diffusion 965/1000
08:36:31  [tt-quietbox2:tt3]   diffusion 966/1000
08:36:31  [tt-quietbox2:tt3]   diffusion 967/1000
08:36:31  [tt-quietbox2:tt3]   diffusion 968/1000
08:36:31  [tt-quietbox2:tt3]   diffusion 969/1000
08:36:31  [tt-quietbox2:tt3]   diffusion 970/1000
08:36:32  [tt-quietbox2:tt3]   diffusion 971/1000
08:36:32  [tt-quietbox2:tt3]   diffusion 972/1000
08:36:32  [tt-quietbox2:tt3]   diffusion 973/1000
08:36:32  [tt-quietbox2:tt3]   diffusion 974/1000
08:36:32  [tt-quietbox2:tt3]   diffusion 975/1000
08:36:32  [tt-quietbox2:tt3]   diffusion 976/1000
08:36:32  [tt-quietbox2:tt3]   diffusion 977/1000
08:36:32  [tt-quietbox2:tt3]   diffusion 978/1000
08:36:32  [tt-quietbox2:tt3]   diffusion 979/1000
08:36:33  [tt-quietbox2:tt3]   diffusion 980/1000
08:36:33  [tt-quietbox2:tt3]   diffusion 981/1000
08:36:33  [tt-quietbox2:tt3]   diffusion 982/1000
08:36:33  [tt-quietbox2:tt3]   diffusion 983/1000
08:36:33  [tt-quietbox2:tt3]   diffusion 984/1000
08:36:33  [tt-quietbox2:tt3]   diffusion 985/1000
08:36:33  [tt-quietbox2:tt3]   diffusion 986/1000
08:36:33  [tt-quietbox2:tt3]   diffusion 987/1000
08:36:33  [tt-quietbox2:tt3]   diffusion 988/1000
08:36:33  [tt-quietbox2:tt3]   diffusion 989/1000
08:36:33  [tt-quietbox2:tt3]   diffusion 990/1000
08:36:34  [tt-quietbox2:tt3]   diffusion 991/1000
08:36:34  [tt-quietbox2:tt3]   diffusion 992/1000
08:36:34  [tt-quietbox2:tt3]   diffusion 993/1000
08:36:34  [tt-quietbox2:tt3]   diffusion 994/1000
08:36:34  [tt-quietbox2:tt3]   diffusion 995/1000
08:36:34  [tt-quietbox2:tt3]   diffusion 996/1000
08:36:34  [tt-quietbox2:tt3]   diffusion 997/1000
08:36:34  [tt-quietbox2:tt3]   diffusion 998/1000
08:36:34  [tt-quietbox2:tt3]   diffusion 999/1000
08:36:35  [tt-quietbox2:tt3]   confidence
08:36:40  [tt-quietbox2:tt3]   saving
08:36:40  [tt-quietbox2:tt3] ✓ prot — 108.9s

Done: 1 ok, 0 failed — /home/ttuser/.coworker/wt/land-standing/openfold3_results_prot/results.json
Predicted chains: [('A', 117)]
Ground truth chains: [('A', 117)]

Best chain matching (117 common residues of 117 predicted / 117 ground truth):
  A -> A (117 common residues)

==================================================
Protein: prot, Model: 0
RMSD: 1.6580 Å   TM-score: 0.9019
==================================================

Predicted chains: [('A', 117)]
Ground truth chains: [('A', 117)]

Best chain matching (117 common residues of 117 predicted / 117 ground truth):
  A -> A (117 common residues)

==================================================
Protein: prot, Model: 1
RMSD: 2.9287 Å   TM-score: 0.7646
==================================================

Predicted chains: [('A', 117)]
Ground truth chains: [('A', 117)]

Best chain matching (117 common residues of 117 predicted / 117 ground truth):
  A -> A (117 common residues)

==================================================
Protein: prot, Model: 2
RMSD: 1.6520 Å   TM-score: 0.9098
==================================================

Predicted chains: [('A', 117)]
Ground truth chains: [('A', 117)]

Best chain matching (117 common residues of 117 predicted / 117 ground truth):
  A -> A (117 common residues)

==================================================
Protein: prot, Model: 3
RMSD: 1.7004 Å   TM-score: 0.8985
==================================================

Predicted chains: [('A', 117)]
Ground truth chains: [('A', 117)]

Best chain matching (117 common residues of 117 predicted / 117 ground truth):
  A -> A (117 common residues)

==================================================
Protein: prot, Model: 4
RMSD: 3.6203 Å   TM-score: 0.7520
==================================================

############################################################
GROUND-TRUTH ACCURACY — prot (5 samples)
  model 0: RMSD  1.658 Å   TM 0.902 <- best confidence (gated)
  model 1: RMSD  2.929 Å   TM 0.765
  model 2: RMSD  1.652 Å   TM 0.910
  model 3: RMSD  1.700 Å   TM 0.899
  model 4: RMSD  3.620 Å   TM 0.752
  oracle-best sample: model 2 RMSD 1.652 Å TM 0.910
############################################################

[openfold3] geometry (5 sample(s), worst): in band 1.0 (A/protein), backbone gaps 0, clashes 1/899 (0.0011, worst contact 1.696 A)

##############################################################################
RELEASE GATE — prot.yaml (prot), 200 steps / 5 samples, seed 0
##############################################################################
model            RMSD (A)      TM           floor  in band  gaps        clash    wall  result
openfold3           1.658   0.902     <=3.5/>=0.7   1.0000     0    1(0.0011)    138s  PASS
##############################################################################
geometry floors, check_structure.py's own bands: in band >= 0.9 (protein) / 0.85 (nucleic), zero backbone gaps beyond 5.0 / 9.5 A, clashes <= max(2, 0.02 x heavy atoms)
GATE PASS — all models cleared parse + ground-truth floor + geometry
